prod_id,country,list_price,prod_desc,prod_long_desc,theme_name,ages,piece_count,set_name,num_reviews,play_star_rating,review_difficulty,star_rating,val_star_rating
75823,US,29.99,blah,blahblah,Angry Birds™,6-12,277,Bird Island Egg Heist,2.0,4.0,Average,4.5,4.0
75822,US,19.99,blah,blahblah,Angry Birds™,6-12,168,Piggy Plane Attack,2.0,4.0,Easy,5.0,4.0
75821,US,12.99,blah,blahblah,Angry Birds™,6-12,74,Piggy Car Escape,11.0,4.3,Easy,4.3,4.1
21030,US,99.99,blah,blahblah,Architecture,12+,1032,United States Capitol Building,23.0,3.6,Average,4.6,4.3
21035,US,79.99,blah,blahblah,Architecture,12+,744,Solomon R. Guggenheim Museum®,14.0,3.2,Challenging,4.6,4.1
21039,US,59.99,blah,blahblah,Architecture,12+,597,Shanghai,7.0,3.7,Average,4.9,4.4
21028,US,59.99,blah,blahblah,Architecture,12+,598,New York City,37.0,3.7,Average,4.2,4.1
21029,US,49.99,blah,blahblah,Architecture,12+,780,Buckingham Palace,24.0,4.4,Average,4.7,4.3
21034,US,39.99,blah,blahblah,Architecture,12+,468,London,23.0,3.6,Average,4.7,4.1
21033,US,39.99,blah,blahblah,Architecture,12+,444,Chicago,11.0,3.6,Average,4.8,4.5
21036,US,39.99,blah,blahblah,Architecture,12+,386,Arc de Triomphe,14.0,4.1,Average,4.4,3.6
21019,US,34.99,blah,blahblah,Architecture,12+,321,The Eiffel Tower,53.0,3.2,Average,4.6,4.4
21032,US,29.99,blah,blahblah,Architecture,12+,361,Sydney,7.0,4.2,Easy,4.6,4.2
17101,US,159.99,blah,blahblah,BOOST,7-12,847,BOOST Creative Toolbox,63.0,3.8,Average,3.4,3.5
41597,US,29.99,blah,blahblah,BrickHeadz,10+,708,Go Brick Me,13.0,4.7,Average,4.8,4.8
41614,US,19.99,blah,blahblah,BrickHeadz,10+,234,Owen & Blue,1.0,3.0,Easy,5.0,5.0
41613,US,19.99,blah,blahblah,BrickHeadz,10+,160,Mr. Incredible & Frozone,1.0,5.0,Very Easy,5.0,5.0
41609,US,9.99,blah,blahblah,BrickHeadz,10+,149,Chewbacca™,1.0,2.0,Very Easy,3.0,4.0
41608,US,9.99,blah,blahblah,BrickHeadz,10+,141,Han Solo™,1.0,2.0,Very Easy,4.0,4.0
41604,US,9.99,blah,blahblah,BrickHeadz,10+,101,Iron Man MK50,3.0,4.0,Average,4.7,4.5
41605,US,9.99,blah,blahblah,BrickHeadz,10+,105,Thanos,2.0,3.0,Easy,5.0,5.0
41606,US,9.99,blah,blahblah,BrickHeadz,10+,113,Star-Lord,1.0,5.0,Easy,5.0,5.0
41607,US,9.99,blah,blahblah,BrickHeadz,10+,136,Gamora,1.0,,nan,5.0,
41485,US,9.99,blah,blahblah,BrickHeadz,10+,91,Finn,2.0,3.0,Easy,4.5,4.0
40270,US,9.99,blah,blahblah,BrickHeadz,10+,140,Valentine's Bee,7.0,3.2,Easy,4.9,4.7
41599,US,9.99,blah,blahblah,BrickHeadz,10+,143,Wonder Woman™,5.0,4.6,Easy,5.0,5.0
41598,US,9.99,blah,blahblah,BrickHeadz,10+,122,The Flash™,3.0,2.7,Very Easy,4.0,3.0
41603,US,9.99,blah,blahblah,BrickHeadz,10+,130,Kylo Ren™,5.0,4.3,Easy,5.0,4.8
41602,US,9.99,blah,blahblah,BrickHeadz,10+,119,Rey,3.0,4.5,Easy,5.0,4.5
41600,US,9.99,blah,blahblah,BrickHeadz,10+,135,Aquaman™,1.0,1.0,Very Easy,4.0,3.0
41601,US,9.99,blah,blahblah,BrickHeadz,10+,108,Cyborg™,2.0,3.5,Easy,5.0,4.0
41611,US,19.99,blah,blahblah,BrickHeadz,10+,240,Marty McFly & Doc Brown,1.0,3.0,Easy,5.0,5.0
41610,US,19.99,blah,blahblah,BrickHeadz,10+,209,Tactical Batman™ & Superman™,,,nan,,
40271,US,9.99,blah,blahblah,BrickHeadz,10+,126,Easter Bunny,4.0,2.0,Easy,5.0,4.5
41487,US,9.99,blah,blahblah,BrickHeadz,10+,102,Lloyd,7.0,4.0,Easy,5.0,4.7
41488,US,9.99,blah,blahblah,BrickHeadz,10+,89,Master Wu,5.0,3.2,Very Easy,4.4,4.0
41594,US,9.99,blah,blahblah,BrickHeadz,10+,118,Captain Armando Salazar,6.0,3.3,Very Easy,5.0,4.7
41486,US,9.99,blah,blahblah,BrickHeadz,10+,127,Captain Phasma™,3.0,3.5,Very Easy,4.7,4.7
41585,US,9.99,blah,blahblah,BrickHeadz,10+,91,Batman™,11.0,3.8,Very Easy,4.9,4.7
41590,US,9.99,blah,blahblah,BrickHeadz,10+,96,Iron Man,8.0,4.0,Easy,4.9,4.4
41593,US,9.99,blah,blahblah,BrickHeadz,10+,109,Captain Jack Sparrow,9.0,3.6,Easy,4.8,4.6
41592,US,9.99,blah,blahblah,BrickHeadz,10+,93,The Hulk,8.0,3.9,Easy,4.6,4.1
41595,US,9.99,blah,blahblah,BrickHeadz,10+,139,Belle,10.0,4.2,Easy,4.8,4.7
41596,US,9.99,blah,blahblah,BrickHeadz,10+,116,Beast,2.0,5.0,Average,5.0,5.0
41588,US,9.99,blah,blahblah,BrickHeadz,10+,151,The Joker™,12.0,3.3,Easy,4.8,4.7
41591,US,9.99,blah,blahblah,BrickHeadz,10+,143,Black Widow,4.0,3.5,Easy,4.8,4.8
41587,US,9.99,blah,blahblah,BrickHeadz,10+,101,Robin™,10.0,4.3,Very Easy,4.8,4.9
41586,US,9.99,blah,blahblah,BrickHeadz,10+,99,Batgirl™,9.0,3.5,Easy,4.3,4.6
60175,US,49.99,blah,blahblah,City,5-12,387,Mountain River Heist,,,nan,,
60052,US,199.99,blah,blahblah,City,6-12,888,Cargo Train,35.0,4.7,Average,4.4,3.8
60051,US,149.99,blah,blahblah,City,6-12,610,High-speed Passenger Train,45.0,4.4,Average,4.4,4.0
60162,US,149.99,blah,blahblah,City,8-12,1250,Jungle Air Drop Helicopter,1.0,5.0,Average,5.0,4.0
60167,US,119.99,blah,blahblah,City,6-12,792,Coast Guard Head Quarters,3.0,3.3,Average,3.7,3.3
60161,US,119.99,blah,blahblah,City,8-12,813,Jungle Exploration Site,6.0,4.5,Average,4.3,4.0
60141,US,99.99,blah,blahblah,City,6-12,894,Police Station,10.0,4.2,Easy,4.7,4.0
60188,US,99.99,blah,blahblah,City,7-12,883,Mining Experts Site,1.0,5.0,nan,5.0,5.0
60110,US,99.99,blah,blahblah,City,6-12,919,Fire Station,16.0,4.5,Average,4.6,4.6
60174,US,89.99,blah,blahblah,City,6-12,663,Mountain Police Headquarters,8.0,4.4,Average,4.6,4.0
60169,US,79.99,blah,blahblah,City,6-12,740,Cargo Terminal,4.0,5.0,Average,5.0,4.3
60140,US,69.99,blah,blahblah,City,5-12,561,Bulldozer Break-in,9.0,3.9,Easy,3.3,3.6
60160,US,59.99,blah,blahblah,City,7-12,426,Jungle Mobile Lab,3.0,4.7,Average,5.0,4.7
60173,US,59.99,blah,blahblah,City,5-12,303,Mountain Arrest,2.0,4.5,Average,4.0,2.5
60166,US,59.99,blah,blahblah,City,6-12,415,Heavy-duty Rescue Helicopter,8.0,4.4,Challenging,4.4,4.0
60139,US,49.99,blah,blahblah,City,6-12,374,Mobile Command Center,10.0,3.9,Easy,4.0,3.3
60154,US,49.99,blah,blahblah,City,5-12,337,Bus Station,16.0,3.6,Easy,3.3,2.7
60186,US,49.99,blah,blahblah,City,5-12,294,Mining Heavy Driller,1.0,4.0,Average,5.0,4.0
60153,US,39.99,blah,blahblah,City,5-12,169,People pack – Fun at the beach,10.0,4.3,Very Easy,4.1,3.6
60138,US,39.99,blah,blahblah,City,5-12,294,High-speed Chase,14.0,4.2,Average,4.2,4.1
60165,US,39.99,blah,blahblah,City,5-12,347,4 x 4 Response Unit,2.0,4.5,Very Easy,5.0,5.0
60172,US,39.99,blah,blahblah,City,5-12,297,Dirt Road Pursuit,,,nan,,
60159,US,39.99,blah,blahblah,City,6-12,378,Jungle Halftrack Mission,5.0,4.8,Easy,4.8,4.6
60108,US,39.99,blah,blahblah,City,5-12,257,Fire Response Unit,8.0,4.2,Average,3.9,3.8
60182,US,29.99,blah,blahblah,City,5-12,344,Pickup & Caravan,7.0,5.0,Easy,5.0,5.0
60183,US,29.99,blah,blahblah,City,5-12,310,Heavy Cargo Transport,7.0,4.4,Easy,4.7,4.7
60107,US,24.99,blah,blahblah,City,5-12,214,Fire Ladder Truck,11.0,4.5,Easy,4.5,4.1
60180,US,19.99,blah,blahblah,City,6-12,192,Monster Truck,4.0,5.0,Average,5.0,5.0
60150,US,19.99,blah,blahblah,City,5-12,249,Pizza Van,35.0,4.6,Easy,4.9,4.8
7499,US,19.99,blah,blahblah,City,5-12,24,Flexible and Straight Tracks,89.0,2.9,Easy,2.5,2.2
60148,US,19.99,blah,blahblah,City,5-12,239,ATV Race Team,12.0,4.7,Easy,4.8,4.6
60179,US,19.99,blah,blahblah,City,5-12,190,Ambulance Helicopter,6.0,4.2,Easy,3.8,4.7
60181,US,19.99,blah,blahblah,City,5-12,174,Forest Tractor,7.0,4.3,Easy,4.4,4.2
60137,US,19.99,blah,blahblah,City,5-12,144,Tow Truck Trouble,8.0,4.4,Easy,4.3,4.0
60176,US,19.99,blah,blahblah,City,5-12,126,Wild River Escape,1.0,5.0,Easy,5.0,4.0
60185,US,19.99,blah,blahblah,City,5-12,127,Mining Power Splitter,1.0,5.0,Easy,5.0,5.0
10751,US,19.99,blah,blahblah,Juniors,4-7,115,Mountain Police Chase,,,nan,,
60164,US,19.99,blah,blahblah,City,5-12,141,Sea Rescue Plane,3.0,4.3,Easy,4.3,4.7
60158,US,19.99,blah,blahblah,City,6-12,201,Jungle Cargo Helicopter,5.0,4.3,Average,4.4,3.8
7895,US,15.99,blah,blahblah,City,5-12,8,Switching Tracks,47.0,4.2,Very Easy,4.1,3.6
7280,US,14.99,blah,blahblah,City,5-12,2,Straight & Crossroad Plates,85.0,4.1,Very Easy,3.5,2.3
7281,US,14.99,blah,blahblah,City,5-12,2,T-Junction & Curved Road Plates,40.0,4.1,Very Easy,3.9,2.8
60177,US,9.99,blah,blahblah,City,5-12,87,Airshow Jet,2.0,4.5,Easy,4.5,5.0
60157,US,9.99,blah,blahblah,City,5-12,88,Jungle Starter Set,12.0,4.5,Easy,4.9,4.6
10750,US,9.99,blah,blahblah,Juniors,4-7,73,Road Repair Truck,,,nan,,
60163,US,9.99,blah,blahblah,City,5-12,76,Coast Guard Starter Set,4.0,4.8,Very Easy,5.0,4.5
60171,US,9.99,blah,blahblah,City,5-12,88,Mountain Fugitives,2.0,,nan,5.0,
60184,US,9.99,blah,blahblah,City,5-12,82,Mining Team,2.0,4.5,Very Easy,5.0,4.0
60178,US,9.99,blah,blahblah,City,5-12,78,Speed Record Car,1.0,4.0,Easy,5.0,4.0
60170,US,6.99,blah,blahblah,City,5-12,37,Off-Road Chase,2.0,4.5,Very Easy,4.5,5.0
60156,US,6.99,blah,blahblah,City,5-12,53,Jungle Buggy,5.0,3.8,Easy,3.6,4.2
60134,US,39.99,blah,blahblah,City,5-12,157,Fun in the park - City People Pack,30.0,4.7,Very Easy,4.6,4.0
60125,US,149.99,blah,blahblah,City,8-12,1277,Volcano Heavy-lift Helicopter,5.0,5.0,Average,4.6,4.2
60124,US,119.99,blah,blahblah,City,8-12,824,Volcano Exploration Base,9.0,5.0,Average,4.6,4.6
60109,US,79.99,blah,blahblah,City,6-12,412,Fire Boat,2.0,4.5,Easy,4.5,4.0
60143,US,49.99,blah,blahblah,City,5-12,403,Auto Transport Heist,2.0,4.5,nan,4.0,3.5
60129,US,49.99,blah,blahblah,City,5-12,200,Police Patrol Boat,5.0,3.8,Easy,3.2,2.0
60123,US,49.99,blah,blahblah,City,7-12,330,Volcano Supply Helicopter,3.0,4.7,Easy,4.3,4.0
60122,US,39.99,blah,blahblah,City,6-12,324,Volcano Crawler,4.0,5.0,Average,5.0,4.5
60119,US,29.99,blah,blahblah,City,6-12,301,Ferry,14.0,4.0,Easy,4.2,4.2
60168,US,29.99,blah,blahblah,City,5-12,195,Sailboat Rescue,,,nan,,
60155,US,29.99,blah,blahblah,City,5-12,248,LEGO® City Advent Calendar,8.0,3.4,Easy,3.8,3.5
60101,US,24.99,blah,blahblah,City,5-12,157,Airport Cargo Plane,13.0,4.4,Easy,4.6,4.2
60121,US,24.99,blah,blahblah,City,5-12,175,Volcano Exploration Truck,6.0,4.8,Easy,4.8,4.4
60117,US,19.99,blah,blahblah,City,5-12,250,Van & Caravan,35.0,4.5,Easy,4.6,4.6
60142,US,19.99,blah,blahblah,City,5-12,138,Money Transporter,7.0,4.7,Easy,4.4,4.1
60136,US,9.99,blah,blahblah,City,5-12,80,Police Starter Set,8.0,4.1,Easy,4.6,4.3
60146,US,9.99,blah,blahblah,City,5-12,91,Stunt Truck,8.0,4.3,Easy,4.8,4.4
60145,US,9.99,blah,blahblah,City,5-12,81,Buggy,7.0,4.9,Very Easy,4.9,4.9
60120,US,9.99,blah,blahblah,City,5-12,83,Volcano Starter Set,7.0,4.7,Easy,4.3,4.3
60100,US,9.99,blah,blahblah,City,5-12,81,Airport Starter Set,10.0,4.4,Very Easy,4.9,5.0
60106,US,9.99,blah,blahblah,City,5-12,90,Fire Starter Set,11.0,3.9,Easy,4.1,4.1
60135,US,6.99,blah,blahblah,City,5-12,47,ATV Arrest,5.0,4.3,Very Easy,4.4,4.6
10698,US,59.99,blah,blahblah,Classic,4-99,790,LEGO® Large Creative Brick Box,4.0,5.0,Easy,5.0,5.0
10696,US,34.99,blah,blahblah,Classic,4-99,484,LEGO® Medium Creative Brick Box,11.0,4.6,Easy,4.6,4.7
10713,US,19.99,blah,blahblah,Classic,4-99,213,Creative Suitcase,2.0,5.0,Very Easy,5.0,5.0
10693,US,19.99,blah,blahblah,Classic,4-99,303,LEGO® Creative Supplement,8.0,4.8,Easy,4.9,4.9
10692,US,16.99,blah,blahblah,Classic,4-99,221,LEGO® Creative Bricks,7.0,4.3,Easy,4.1,4.3
10701,US,14.99,blah,blahblah,Classic,4-99,1,Gray Baseplate,24.0,4.3,Very Easy,4.1,3.5
10714,US,7.99,blah,blahblah,Classic,4-99,1,Blue Baseplate,6.0,4.7,Very Easy,4.7,4.3
10700,US,7.99,blah,blahblah,Classic,4-99,1,Green Baseplate,46.0,3.2,Very Easy,2.6,2.5
10706,US,4.99,blah,blahblah,Classic,4-99,78,Blue Creativity Box,8.0,4.6,Very Easy,4.8,5.0
10708,US,4.99,blah,blahblah,Classic,4-99,66,Green Creativity Box,5.0,4.5,Easy,4.8,4.5
10707,US,4.99,blah,blahblah,Classic,4-99,55,Red Creativity Box,4.0,4.3,Average,4.5,4.3
10709,US,4.99,blah,blahblah,Classic,4-99,60,Orange Creativity Box,3.0,2.7,Easy,4.7,5.0
630,US,2.49,blah,blahblah,Classic,4+,1,Brick Separator,180.0,4.0,Very Easy,4.8,4.6
10694,US,19.99,blah,blahblah,Classic,4-99,303,LEGO® Creative Supplement Bright,6.0,4.3,Easy,4.5,4.3
10699,US,7.99,blah,blahblah,Classic,4-99,1,Sand Baseplate,24.0,3.9,Very Easy,3.6,2.9
31069,US,69.99,blah,blahblah,Creator 3-in-1,8-12,728,Modular Family Villa,11.0,3.2,Average,3.4,3.2
31070,US,59.99,blah,blahblah,Creator 3-in-1,9-12,670,Turbo Track Racer,14.0,4.2,Average,4.5,4.3
31081,US,39.99,blah,blahblah,Creator 3-in-1,8-12,422,Modular Skate House,4.0,4.0,Average,4.8,4.3
31079,US,34.99,blah,blahblah,Creator 3-in-1,8-12,379,Sunshine Surfer Van,5.0,4.0,Easy,4.4,4.2
31080,US,34.99,blah,blahblah,Creator 3-in-1,7-12,374,Modular Winter Vacation,2.0,4.0,Easy,3.5,4.0
31066,US,29.99,blah,blahblah,Creator 3-in-1,7-12,285,Space Shuttle Explorer,12.0,4.3,Easy,4.2,4.4
31068,US,29.99,blah,blahblah,Creator 3-in-1,8-12,386,Modular Modern Home,10.0,3.2,Average,3.8,3.9
31067,US,29.99,blah,blahblah,Creator 3-in-1,7-12,356,Modular Poolside Holiday,8.0,4.0,Average,4.6,4.9
31062,US,19.99,blah,blahblah,Creator 3-in-1,7-12,205,Robo Explorer,9.0,4.5,Average,4.8,4.3
31074,US,19.99,blah,blahblah,Creator 3-in-1,7-12,241,Rocket Rally Car,2.0,4.5,Easy,5.0,5.0
31076,US,19.99,blah,blahblah,Creator 3-in-1,7-12,200,Daredevil Stunt Plane,1.0,5.0,Average,5.0,5.0
31075,US,19.99,blah,blahblah,Creator 3-in-1,7-12,225,Outback Adventures,1.0,5.0,Easy,4.0,4.0
31058,US,14.99,blah,blahblah,Creator 3-in-1,7-12,174,Mighty Dinosaurs,27.0,4.5,Easy,4.7,4.7
31073,US,14.99,blah,blahblah,Creator 3-in-1,7-12,223,Mythical Creatures,5.0,4.7,Easy,4.4,5.0
31056,US,9.99,blah,blahblah,Creator 3-in-1,6-12,122,Green Cruiser,6.0,4.5,Easy,4.5,4.7
31057,US,9.99,blah,blahblah,Creator 3-in-1,6-12,102,Air Blazer,1.0,4.0,Easy,4.0,4.0
31071,US,9.99,blah,blahblah,Creator 3-in-1,6-12,109,Drone Explorer,1.0,5.0,Average,5.0,5.0
31072,US,9.99,blah,blahblah,Creator 3-in-1,6-12,109,Extreme Engines,,,nan,,
31046,US,19.99,blah,blahblah,Creator 3-in-1,7-12,222,Fast Car,8.0,4.3,Average,4.6,4.5
31059,US,19.99,blah,blahblah,Creator 3-in-1,8-12,194,Sunset Street Bike,1.0,5.0,Average,5.0,5.0
31051,US,59.99,blah,blahblah,Creator 3-in-1,8-12,528,Lighthouse Point,15.0,4.7,Average,4.7,4.3
31064,US,29.99,blah,blahblah,Creator 3-in-1,7-12,359,Island Adventures,2.0,5.0,Average,4.5,4.5
31035,US,29.99,blah,blahblah,Creator 3-in-1,7-12,286,Beach Hut,9.0,4.5,Easy,4.4,4.1
31063,US,29.99,blah,blahblah,Creator 3-in-1,7-12,275,Beachside Vacation,5.0,4.0,Average,4.2,3.4
31049,US,29.99,blah,blahblah,Creator 3-in-1,8-12,326,Twin Spin Helicopter,4.0,4.8,Average,5.0,4.8
31047,US,19.99,blah,blahblah,Creator 3-in-1,7-12,230,Propeller Plane,7.0,4.8,Average,4.9,4.7
31060,US,19.99,blah,blahblah,Creator 3-in-1,7-12,246,Airshow Aces,,,nan,,
31043,US,9.99,blah,blahblah,Creator 3-in-1,6-12,124,Chopper Transporter,2.0,4.0,Easy,5.0,4.5
31029,US,9.99,blah,blahblah,Creator 3-in-1,6-12,132,Cargo Heli,4.0,4.0,Average,4.8,4.8
10256,US,369.99,blah,blahblah,Creator Expert,16+,5923,Taj Mahal,43.0,3.9,Challenging,4.8,4.5
10260,US,169.99,blah,blahblah,Creator Expert,16+,2480,Downtown Diner,62.0,4.4,Challenging,4.6,4.3
10259,US,79.99,blah,blahblah,Creator Expert,12+,902,Winter Village Station,51.0,3.8,Average,3.8,3.4
10255,US,279.99,blah,blahblah,Creator Expert,16+,4002,Assembly Square,99.0,4.7,Challenging,4.8,4.5
10253,US,249.99,blah,blahblah,Creator Expert,16+,4163,Big Ben,64.0,3.7,Challenging,4.6,4.6
10214,US,239.99,blah,blahblah,Creator Expert,16+,4295,Tower Bridge,228.0,4.2,Challenging,4.8,4.6
10257,US,199.99,blah,blahblah,Creator Expert,16+,2670,Carousel,53.0,4.2,Challenging,4.4,4.2
10247,US,199.99,blah,blahblah,Creator Expert,16+,2464,Ferris Wheel,91.0,4.9,Challenging,4.9,4.7
10251,US,169.99,blah,blahblah,Creator Expert,16+,2382,Brick Bank,115.0,4.5,Challenging,4.7,4.2
10243,US,159.99,blah,blahblah,Creator Expert,16+,2469,Parisian Restaurant,202.0,4.7,Challenging,4.9,4.7
10246,US,159.99,blah,blahblah,Creator Expert,16+,2262,Detective’s Office,177.0,4.4,Challenging,4.6,4.4
10258,US,139.99,blah,blahblah,Creator Expert,16+,1686,London Bus,53.0,4.1,Average,4.6,4.3
10220,US,119.99,blah,blahblah,Creator Expert,16+,1334,Volkswagen T1 Camper Van,337.0,4.3,Challenging,4.7,4.5
10252,US,99.99,blah,blahblah,Creator Expert,16+,1167,Volkswagen Beetle,66.0,4.5,Average,4.9,4.7
10242,US,99.99,blah,blahblah,Creator Expert,16+,1077,MINI Cooper,134.0,4.4,Average,4.7,4.5
10254,US,99.99,blah,blahblah,Creator Expert,12+,734,Winter Holiday Train,77.0,4.3,Average,4.3,4.1
70922,US,269.99,blah,blahblah,THE LEGO® BATMAN MOVIE,14+,3444,The Joker™ Manor,19.0,4.9,Challenging,5.0,4.9
76087,US,129.99,blah,blahblah,DC Comics™ Super Heroes,9-14,955,Flying Fox: Batmobile Airlift Attack,13.0,4.1,Average,3.7,3.0
71171,US,89.99,blah,blahblah,DIMENSIONS™,7-14,267,LEGO® DIMENSIONS™ PLAYSTATION® 4 Starter Pack,6.0,4.7,Average,4.3,4.0
70923,US,79.99,blah,blahblah,THE LEGO® BATMAN MOVIE,8-14,643,The Bat-Space Shuttle,9.0,4.4,Average,4.8,3.5
76086,US,49.99,blah,blahblah,DC Comics™ Super Heroes,7-14,622,Knightcrawler Tunnel Attack,6.0,5.0,Average,5.0,4.8
70921,US,49.99,blah,blahblah,THE LEGO® BATMAN MOVIE,7-14,425,Harley Quinn™ Cannonball Attack,5.0,3.2,Average,3.2,2.6
76097,US,39.99,blah,blahblah,DC Comics™ Super Heroes,7-14,406,Lex Luthor™ Mech Takedown,5.0,5.0,Average,4.8,4.8
76098,US,29.99,blah,blahblah,DC Comics™ Super Heroes,6-12,271,Speed Force Freeze Pursuit,6.0,4.5,Easy,4.8,4.5
70919,US,29.99,blah,blahblah,THE LEGO® BATMAN MOVIE,7-14,267,The Justice League™ Anniversary Party,5.0,3.6,Easy,3.2,3.4
70920,US,29.99,blah,blahblah,THE LEGO® BATMAN MOVIE,7-14,293,Egghead™ Mech Food Fight,11.0,4.9,Average,4.7,4.6
10753,US,24.99,blah,blahblah,Juniors,4-7,151,The Joker™ Batcave Attack,1.0,5.0,Easy,5.0,5.0
70918,US,19.99,blah,blahblah,THE LEGO® BATMAN MOVIE,7-14,198,The Bat-Dune Buggy,2.0,4.0,nan,4.5,4.0
76085,US,19.99,blah,blahblah,DC Comics™ Super Heroes,6-12,197,Battle of Atlantis,9.0,3.9,Easy,4.2,3.9
76096,US,19.99,blah,blahblah,DC Comics™ Super Heroes,6-12,199,Superman™ & Krypto™ Team-Up,1.0,5.0,Average,5.0,5.0
41232,US,79.99,blah,blahblah,DC Super Hero Girls,8-12,712,Super Hero High School,7.0,3.7,Average,3.9,3.6
41230,US,24.99,blah,blahblah,DC Super Hero Girls,7-12,206,Batgirl™ Batjet Chase,4.0,5.0,Easy,4.5,4.3
41231,US,29.99,blah,blahblah,DC Super Hero Girls,7-12,217,Harley Quinn™ to the rescue,2.0,5.0,Average,5.0,4.5
41233,US,14.99,blah,blahblah,DC Super Hero Girls,7-12,145,Lashina™ Tank,2.0,4.5,Average,4.0,5.0
76052,US,269.99,blah,blahblah,DC Comics™ Super Heroes,14+,2526,Batman™ Classic TV Series – Batcave,47.0,4.5,Average,4.6,4.2
41239,US,99.99,blah,blahblah,DC Super Hero Girls,9-12,1078,Eclipso™ Dark Palace,,,nan,,
76055,US,79.99,blah,blahblah,DC Comics™ Super Heroes,8-14,759,Batman™: Killer Croc™ Sewer Smash,11.0,4.2,Average,4.3,3.9
76054,US,59.99,blah,blahblah,DC Comics™ Super Heroes,7-14,563,Batman™: Scarecrow™ Harvest of Fear,9.0,4.7,Easy,4.6,4.4
41238,US,59.99,blah,blahblah,DC Super Hero Girls,7-12,432,Lena Luthor™ Kryptomite™ Factory,,,nan,,
41237,US,44.99,blah,blahblah,DC Super Hero Girls,7-12,351,Batgirl™ Secret Bunker,1.0,5.0,Average,5.0,5.0
76045,US,29.99,blah,blahblah,DC Comics™ Super Heroes,7-14,306,Kryptonite Interception,18.0,4.5,Average,4.6,4.3
76075,US,29.99,blah,blahblah,DC Comics™ Super Heroes,6-12,286,Wonder Woman™ Warrior Battle,7.0,5.0,Easy,4.7,4.8
76056,US,29.99,blah,blahblah,DC Comics™ Super Heroes,6-12,257,Batman™: Rescue from Ra's al Ghul™,8.0,4.5,Average,4.4,3.9
76025,US,19.99,blah,blahblah,DC Comics™ Super Heroes,6-12,174,Green Lantern vs. Sinestro,32.0,4.6,Easy,4.8,4.7
41234,US,14.99,blah,blahblah,DC Super Hero Girls,7-12,142,Bumblebee™ Helicopter,2.0,4.5,Average,4.0,3.5
76044,US,12.99,blah,blahblah,DC Comics™ Super Heroes,6-12,91,Clash of the Heroes,30.0,4.3,Easy,4.3,4.4
76068,US,9.99,blah,blahblah,DC Comics™ Super Heroes,5-12,93,Mighty Micros: Superman™ vs. Bizarro™,3.0,4.7,Easy,4.7,5.0
76069,US,9.99,blah,blahblah,DC Comics™ Super Heroes,5-12,83,Mighty Micros: Batman™ vs. Killer Moth™,1.0,5.0,Easy,5.0,5.0
76070,US,9.99,blah,blahblah,DC Comics™ Super Heroes,5-12,85,Mighty Micros: Wonder Woman™ vs. Doomsday™,2.0,5.0,Easy,5.0,5.0
71287,US,14.99,blah,blahblah,DIMENSIONS™,7-14,56,Teen Titans Go!™ Fun Pack,,,nan,,
71343,US,14.99,blah,blahblah,DIMENSIONS™,7-14,56,The Powerpuff Girls™ Fun Pack,1.0,4.0,Easy,5.0,5.0
71346,US,24.99,blah,blahblah,DIMENSIONS™,7-14,93,The Powerpuff Girls™ Team Pack,,,nan,,
71349,US,14.99,blah,blahblah,DIMENSIONS™,7-14,56,Beetlejuice™ Fun Pack,1.0,5.0,Easy,5.0,5.0
71255,US,24.99,blah,blahblah,DIMENSIONS™,7-14,105,Teen Titans Go!™ Team Pack,2.0,3.5,Easy,4.0,3.5
71242,US,49.99,blah,blahblah,DIMENSIONS™,7-14,259,Ghostbusters™ Story Pack,5.0,4.8,Average,4.2,3.6
71264,US,44.99,blah,blahblah,DIMENSIONS™,7-14,156,THE LEGO® BATMAN MOVIE Story Pack,2.0,4.5,Easy,4.5,3.5
71267,US,29.99,blah,blahblah,DIMENSIONS™,7-14,118,Goonies™ Level Pack,2.0,5.0,Average,5.0,5.0
71248,US,29.99,blah,blahblah,DIMENSIONS™,7-14,76,Mission: Impossible™ Level Pack,6.0,4.2,Easy,4.5,3.4
71229,US,24.99,blah,blahblah,DIMENSIONS™,7-14,92,DC Comics™ Team Pack,2.0,4.0,Easy,4.0,3.5
71235,US,24.99,blah,blahblah,DIMENSIONS™,7-14,96,Midway Arcade™ Level Pack,11.0,3.4,Average,3.2,3.7
71348,US,14.99,blah,blahblah,DIMENSIONS™,7-14,64,Harry Potter™ Fun Pack,1.0,5.0,Very Easy,5.0,5.0
71266,US,14.99,blah,blahblah,DIMENSIONS™,7-14,46,LEGO® City Fun Pack,2.0,5.0,Average,5.0,5.0
71238,US,11.99,blah,blahblah,DIMENSIONS™,7-14,40,Cyberman™ Fun Pack,7.0,4.5,Easy,4.6,4.3
71218,US,11.99,blah,blahblah,DIMENSIONS™,7-14,39,LEGO® DIMENSIONS™ Gollum Fun Pack,3.0,4.0,Easy,4.3,3.7
71232,US,11.99,blah,blahblah,DIMENSIONS™,7-14,59,LEGO® DIMENSIONS™ Eris Fun Pack,4.0,4.0,Average,3.8,3.0
71040,US,349.99,blah,blahblah,Disney™,16+,4080,The Disney Castle,171.0,4.5,Challenging,4.7,4.5
71042,US,199.99,blah,blahblah,Disney™,14+,2294,Silent Mary,52.0,3.3,Average,4.5,4.3
41148,US,79.99,blah,blahblah,Disney™,6-12,701,Elsa's Magical Ice Palace,5.0,4.0,Average,4.0,3.8
